emp_id,name,dept_id,salary,hire_date,job_level,performance_rating
255200,Employee_32,6696,37060.0,2013-10-27,Junior,3
382553,Employee_33,6229,39094.0,2013-03-05,Mid,4
809176,Employee_34,7383,93271.0,2019-12-07,Mid,1
174910,Employee_35,2162,54694.0,2024-02-26,senior,4
525756,Employee_36,6696,48876.0,2010-12-30,Mid,5
445884,Employee_37,1700,72214.0,2014-08-18,senior,2
474308,Employee_38,7383,78831.0,2015-07-25,Mid,3
535710,Employee_39,2483,93115.0,2011-01-05,Mid,3
281661,Employee_40,1700,66943.0,2012-02-20,Junior,2
434379,Employee_41,4522,30511.0,2010-06-24,Junior,3
258525,Employee_42,6397,44866.0,2015-11-03,Mid,2
656710,Employee_43,5067,65979.0,2018-06-10,Mid,4
585101,Employee_44,5067,66897.0,2012-09-09,Mid,2
616908,Employee_45,2078,77315.0,2020-11-29,senior,4
120818,Employee_46,6696,31154.0,2020-01-31,senior,1
180574,Employee_47,2746,50027.0,2012-10-20,senior,3
660998,Employee_48,6717,50125.0,2021-09-04,Mid,5
392523,Employee_49,6133,39983.0,2023-06-04,Mid,2
407841,Employee_50,2642,63746.0,2017-03-07,Junior,2
555109,Employee_51,6696,59204.0,2022-04-25,Junior,4
872077,Employee_52,6229,48179.0,2010-10-04,Mid,3
912696,Employee_53,3183,77541.0,2023-04-30,Junior,5
779753,Employee_54,9289,33936.0,2023-06-01,Junior,4
110588,Employee_55,8851,48909.0,2015-05-12,senior,4
278485,Employee_56,4538,41164.0,2012-04-15,Mid,5
105702,Employee_57,5067,49748.0,2017-06-08,Junior,5
282041,Employee_58,2056,36141.0,2018-12-26,Junior,4
599288,Employee_59,2631,49355.0,2023-09-21,senior,3
387793,Employee_60,4688,48676.0,2021-01-30,LEAD,3
690507,Employee_61,3183,47188.0,2021-03-21,senior,5
474292,Employee_62,6229,68485.0,2017-07-20,Mid,5
494981,Employee_63,2745,70077.0,2024-07-31,senior,3
152890,Employee_64,1360,183196.0,2015-04-03,senior,4
541367,Employee_65,2937,48033.0,2010-05-29,Mid,2
978775,Employee_66,4837,82988.0,2019-09-10,Mid,4
343714,Employee_67,6709,48281.0,2016-01-24,Mid,4
946272,Employee_68,1360,101780.0,2018-10-20,senior,4
746156,Employee_69,2746,83365.0,2020-11-18,Junior,3
233474,Employee_70,9289,36086.0,2016-06-07,Junior,1
927636,Employee_71,2483,108640.0,2022-07-07,senior,4
501862,Employee_72,6397,33279.0,2017-02-12,Mid,4
129037,Employee_73,6255,51683.0,2023-04-10,Junior,4
451852,Employee_74,7383,108285.0,2013-10-08,senior,2
728132,Employee_75,3407,109018.0,2019-04-02,Junior,5
449920,Employee_76,2078,42676.0,2023-10-18,Mid,4
150582,Employee_77,1360,39148.0,2012-01-22,Junior,2
119718,Employee_78,7220,86172.0,2024-06-05,Junior,4
305808,Employee_79,8435,194898.0,2015-05-24,Junior,3
219585,Employee_80,1700,42764.0,2012-12-23,Mid,4
351428,Employee_81,7572,87670.0,2019-04-21,Mid,4
489871,Employee_82,8137,94999.0,2023-11-24,Mid,4
567600,Employee_83,8851,44046.0,2015-01-25,Junior,2
487889,Employee_84,4837,63331.0,2017-08-24,Junior,3
447253,Employee_85,2056,36474.0,2016-12-28,senior,4
483680,Employee_86,9289,71551.0,2015-07-27,Mid,4
235970,Employee_87,4460,86511.0,2016-09-30,Mid,3
338763,Employee_88,5067,65346.0,2022-02-16,Junior,3
970944,Employee_89,7383,100432.0,2019-01-07,senior,3
838351,Employee_90,7017,37744.0,2014-06-02,senior,3
689707,Employee_91,2483,52003.0,2013-08-03,senior,5
817701,Employee_92,7220,39749.0,2018-04-29,Mid,5
110088,Employee_93,7811,88577.0,2015-11-28,Junior,4
246322,Employee_94,8137,113357.0,2010-07-15,Junior,2
696492,Employee_95,2720,30818.0,2017-10-18,senior,1
714245,Employee_96,4837,33773.0,2012-01-11,Junior,3
720578,Employee_97,2746,110262.0,2014-09-15,Junior,2
273679,Employee_98,4522,90387.0,2021-08-03,Mid,4
455915,Employee_99,6133,78524.0,2017-12-15,Mid,3
655462,Employee_100,8435,47093.0,2012-12-05,Junior,3
110549,Employee_101,4688,116380.0,2019-07-10,Mid,5
768415,Employee_102,3087,69755.0,2024-11-02,Mid,4
108019,Employee_103,4837,68162.0,2024-05-04,Junior,2
313112,Employee_104,4806,1062698.0,2019-09-22,senior,1
979372,Employee_105,2746,52711.0,2017-05-15,Junior,4
652461,Employee_106,4806,33231.0,2013-08-23,Mid,2
402983,Employee_107,3968,67180.0,2017-03-19,senior,2
501499,Employee_108,2790,108194.0,2017-10-13,senior,3
234773,Employee_109,1676,83413.0,2014-10-23,Mid,3
470911,Employee_110,3968,88806.0,2014-05-31,Junior,4
626510,Employee_111,6397,32861.0,2020-11-29,Junior,3
487647,Employee_112,2642,38594.0,2014-08-10,Mid,2
333187,Employee_113,9402,108561.0,2014-12-11,Junior,3
342775,Employee_114,2746,46880.0,2011-07-10,Junior,2
678559,Employee_115,7220,87145.0,2011-08-20,Junior,1
437178,Employee_116,4460,60844.0,2021-11-19,Mid,4
535714,Employee_117,2745,39524.0,2015-06-09,Mid,3
621524,Employee_118,3968,63978.0,2017-10-06,Junior,1
119415,Employee_119,7383,72165.0,2024-03-17,Mid,3
293192,Employee_120,3303,52134.0,2010-07-23,Junior,2
515485,Employee_121,2162,44962.0,2021-07-17,Mid,2
739910,Employee_122,1676,35055.0,2018-12-26,Junior,3
815621,Employee_123,4522,49017.0,2012-01-21,senior,3
518559,Employee_124,2745,67694.0,2022-10-13,Mid,3
724851,Employee_125,7811,79949.0,2016-08-21,Mid,4
932993,Employee_126,7017,40571.0,2013-10-20,Junior,2
361825,Employee_127,2631,52778.0,2021-07-20,senior,3
346285,Employee_128,6229,108854.0,2019-09-22,Junior,4
929112,Employee_129,8137,97206.0,2017-10-18,Junior,5
830344,Employee_130,4898,50557.0,2022-09-12,Mid,5
105708,Employee_131,2642,63811.0,2019-04-06,Junior,3
816842,Employee_132,6709,114616.0,2022-11-12,Junior,3
811004,Employee_133,2745,55108.0,2015-05-11,senior,2
882711,Employee_134,1582,60249.0,2018-06-08,Mid,4
549218,Employee_135,3087,48774.0,2017-06-19,Mid,2
735674,Employee_136,6397,56152.0,2021-01-31,Junior,1
306938,Employee_137,8851,49648.0,2020-07-13,Junior,3
727160,Employee_138,6709,63785.0,2017-10-15,Junior,4
266713,Employee_139,7811,39191.0,2016-04-17,Mid,3
574604,Employee_140,9402,62621.0,2019-03-20,senior,5
972017,Employee_141,8137,31593.0,2021-08-14,LEAD,2
793733,Employee_142,7811,67409.0,2024-09-12,Junior,4
802571,Employee_143,5482,70200.0,2024-11-25,Mid,3
821087,Employee_144,6709,39519.0,2012-01-13,Junior,2
500925,Employee_145,2745,119612.0,2014-02-25,senior,2
606205,Employee_146,7811,38722.0,2014-01-14,Mid,5
568418,Employee_147,3954,1062698.0,2018-03-24,Mid,3
465087,Employee_148,5067,62857.0,2013-09-30,Junior,3
255500,Employee_149,6255,76602.0,2017-01-13,Junior,4
570630,Employee_150,7383,52727.0,2023-12-15,Junior,1
941035,Employee_151,2937,41553.0,2012-02-14,Junior,4
343193,Employee_152,4837,33602.0,2020-03-05,senior,5
182837,Employee_153,7017,31100.0,2011-03-08,senior,5
845778,Employee_154,4837,98830.0,2030-04-15,senior,5
346551,Employee_155,6229,94220.0,2017-05-03,Mid,4
539427,Employee_156,2720,61663.0,2017-04-06,Mid,4
223022,Employee_157,6229,30056.0,2010-10-13,LEAD,3
257217,,1582,86836.0,2020-03-19,senior,3
440621,Employee_159,7017,67415.0,2017-10-02,senior,3
774760,Employee_160,3183,53393.0,2011-11-23,senior,3
613826,Employee_161,2078,245677.0,2012-05-04,Mid,3
477048,Employee_162,4522,52352.0,2014-01-20,Mid,3
791489,Employee_163,7975,48262.0,2017-12-12,Junior,3
449840,Employee_164,1700,69818.0,2017-12-01,Junior,3
195638,Employee_165,3214,165856.0,2018-01-18,Mid,5
477492,Employee_166,6229,236203.0,2014-10-27,senior,4
174475,Employee_167,6696,,2024-06-16,senior,4
271490,Employee_168,4522,77785.0,2017-01-22,senior,4
465672,Employee_169,3968,76015.0,2012-03-21,Mid,3
978046,Employee_170,6255,66855.0,2018-08-23,Junior,2
161554,Employee_171,2720,62550.0,2013-06-03,Mid,4
365391,Employee_172,6133,67111.0,2020-06-13,Mid,4
862560,Employee_173,7017,71181.0,2016-01-06,Junior,2
387755,Employee_174,2937,46246.0,2012-11-24,Junior,1
140436,,4806,78756.0,2014-09-01,Junior,4
907055,Employee_176,1700,68313.0,2019-11-14,Junior,2
625168,Employee_177,1360,34218.0,2019-09-02,Junior,5
288197,Employee_178,3303,32685.0,2013-12-21,LEAD,2
943645,Employee_179,4460,49733.0,2015-07-15,LEAD,4
294436,Employee_180,3303,68281.0,2023-09-13,Junior,3
134236,Employee_181,3303,59636.0,2012-10-23,Junior,4
849284,Employee_182,3087,37232.0,2020-01-21,Mid,3
875976,Employee_183,5482,77288.0,2014-04-17,Mid,3
218068,Employee_184,7811,40907.0,2020-05-31,Mid,3
184477,Employee_185,5067,59808.0,2021-07-05,LEAD,4
448959,Employee_186,2642,45437.0,2022-01-04,Mid,3
167874,Employee_187,7975,235206.0,2023-11-14,Mid,4
629924,Employee_188,2631,161989.0,2019-07-31,Junior,2
579949,Employee_189,2056,119258.0,2021-05-30,Junior,2
958624,Employee_190,4898,45371.0,2013-09-03,Junior,4
509842,Employee_191,7220,79763.0,2011-10-16,Mid,5
930631,Employee_192,3214,54275.0,2016-02-21,Junior,5
580700,Employee_193,4460,106654.0,2011-12-29,Junior,5
341756,Employee_194,6717,,2013-06-06,Junior,2
170215,Employee_195,7220,118875.0,2016-10-04,Junior,3
933124,Employee_196,2745,75871.0,2013-10-22,Mid,2
307533,Employee_197,2790,47473.0,2011-04-25,Junior,4
973708,Employee_198,2745,40918.0,2013-11-13,Junior,2
686113,Employee_199,1360,48847.0,2018-04-25,Junior,3
615372,Employee_200,8851,66863.0,2012-08-10,Mid,3
223911,Employee_201,5482,65090.0,2019-08-23,Mid,2
210372,Employee_202,3954,31781.0,2017-10-07,senior,5
378167,Employee_203,5482,52064.0,2016-01-08,Junior,3
163006,Employee_204,3087,33770.0,2011-08-08,senior,3
687402,Employee_205,7017,61864.0,2018-10-28,Junior,4
942045,Employee_206,9402,48886.0,2014-01-12,Mid,3
758491,Employee_207,6229,47424.0,2017-04-04,Mid,2
783177,Employee_208,6229,60760.0,2011-02-14,Mid,2
351591,Employee_209,4837,75135.0,2012-04-06,Junior,3
830654,Employee_210,4688,203853.0,2012-09-10,Junior,3
495186,Employee_211,2162,48589.0,2025-01-10,Junior,3
399265,Employee_212,6717,38043.0,2011-04-21,Mid,4
424246,Employee_213,6696,38793.0,2019-10-07,Junior,2
188819,Employee_214,6717,61628.0,2016-04-03,Mid,2
453758,Employee_215,8137,197737.0,2020-04-21,Mid,2
877797,Employee_216,2790,45213.0,2024-09-18,Mid,3
951268,Employee_217,3303,78315.0,2012-10-27,Mid,3
501991,Employee_218,2937,47810.0,2014-07-26,Junior,4
270420,Employee_219,2746,42844.0,2017-03-13,Mid,4
441132,Employee_220,2631,75367.0,2015-03-09,Mid,4
395777,Employee_221,7220,35392.0,2010-01-06,Junior,4
180483,Employee_222,4460,111626.0,2013-10-22,Junior,2
665832,Employee_223,7017,36055.0,2016-06-11,Junior,3
625177,Employee_224,1582,77112.0,2018-09-23,Mid,3
928060,Employee_225,6397,52121.0,2019-04-17,Mid,3
361142,Employee_226,4688,74151.0,2014-08-02,Mid,5
476170,Employee_227,7220,40922.0,2018-07-28,senior,5
134977,Employee_228,5067,45544.0,2013-05-01,LEAD,5
456985,Employee_229,3968,102662.0,2020-12-23,senior,3
886697,Employee_230,6696,62836.0,2016-05-18,Mid,5
523420,Employee_231,2790,172362.0,2010-10-13,Junior,2
816236,Employee_232,4460,126982.0,2021-08-03,Junior,5
881917,Employee_233,6229,68229.0,2014-04-02,senior,5
540190,Employee_234,6696,185097.0,2019-12-25,Junior,3
882388,Employee_235,4898,61138.0,2013-09-17,Junior,4
721039,Employee_236,3321,78514.0,2015-02-10,Junior,3
702886,Employee_237,3214,37494.0,2015-03-05,senior,2
824752,Employee_238,6255,44751.0,2010-04-15,Junior,3
805253,Employee_239,4538,62329.0,2010-12-19,Mid,2
632889,Employee_240,7220,37973.0,2021-01-28,Mid,4
428187,Employee_241,7220,68696.0,2018-05-05,Mid,5
725456,Employee_242,6717,47059.0,2022-10-29,Junior,3
736199,Employee_243,2720,59819.0,2024-09-03,Junior,5
152950,Employee_244,2483,52938.0,2030-04-15,Junior,5
545014,Employee_245,4898,42644.0,2024-08-01,senior,3
999093,Employee_246,3968,41218.0,2011-06-03,senior,4
187239,Employee_247,8435,49416.0,2019-09-08,Mid,3
375148,Employee_248,2631,111477.0,2010-12-13,Mid,3
688853,Employee_249,6229,38062.0,2014-10-29,senior,3
232633,Employee_250,3183,104459.0,2017-12-30,Junior,4
667586,Employee_251,4538,59942.0,2017-02-20,LEAD,3
793148,Employee_252,2056,94199.0,2014-01-27,Junior,3
630071,Employee_253,6709,81382.0,2019-06-13,senior,4
268560,Employee_254,4837,93530.0,2017-04-30,senior,3
420664,Employee_255,4460,48144.0,2020-08-15,Junior,4
642417,Employee_256,2746,38884.0,2016-06-06,LEAD,3
535004,Employee_257,3183,32416.0,2021-06-07,Junior,4
378964,Employee_258,1676,62054.0,2012-12-26,Junior,3
431604,Employee_259,7017,66136.0,2015-02-19,Mid,4
871005,Employee_260,3303,36177.0,2021-11-11,Junior,3
891040,Employee_261,3954,61357.0,2024-02-28,Junior,2
684367,Employee_262,4538,44274.0,2024-05-07,senior,4
519936,Employee_263,2937,54782.0,2012-06-04,Mid,1
843885,Employee_264,3087,118459.0,2024-02-12,Mid,5
769025,Employee_265,8435,51256.0,2013-03-23,Junior,4
350714,Employee_266,2790,42899.0,2011-01-03,LEAD,4
879346,Employee_267,4837,82482.0,2016-01-10,Mid,3
375105,Employee_268,4538,72159.0,2018-01-17,Junior,3
530481,Employee_269,2162,58436.0,2012-06-07,senior,3
798969,Employee_270,5482,75169.0,2016-04-18,senior,3
641083,Employee_271,2631,38163.0,2023-10-22,LEAD,2
508561,Employee_272,2642,72052.0,2022-01-21,Mid,2
960083,Employee_273,8851,106278.0,2022-12-24,Mid,4
891050,Employee_274,7572,43464.0,2013-04-17,Mid,4
936134,,6133,77981.0,2015-11-25,Junior,4
921850,Employee_276,1360,75323.0,2018-03-07,Junior,4
811230,Employee_277,7017,43313.0,2012-02-13,Mid,1
900863,Employee_278,4538,70974.0,2017-02-23,Junior,3
378998,Employee_279,6709,62626.0,2024-04-30,Mid,4
317741,Employee_280,2937,218856.0,2020-06-04,Mid,4
402268,Employee_281,1700,113160.0,2014-12-18,Junior,3
801522,Employee_282,4538,60615.0,2011-09-23,senior,3
981621,Employee_283,2745,113014.0,2017-10-17,Junior,3
739338,Employee_284,2937,61434.0,2019-04-28,Mid,4
820593,Employee_285,4538,71614.0,2013-11-16,Mid,5
386110,Employee_286,1676,69298.0,2016-05-21,Junior,5
925907,Employee_287,5482,92113.0,2022-12-10,Junior,3
479686,Employee_288,3183,46476.0,2014-02-20,Mid,3
885338,Employee_289,1700,37331.0,2017-04-19,Mid,3
243068,Employee_290,2642,112206.0,2019-05-15,senior,3
803870,Employee_291,2631,43087.0,2013-11-25,Junior,2
381102,Employee_292,4806,64144.0,2010-12-21,Junior,5
515428,Employee_293,2790,66973.0,2024-05-12,Junior,3
778701,Employee_294,1360,108554.0,2012-06-06,Junior,5
334960,Employee_295,6709,62476.0,2030-04-15,Mid,5
477248,Employee_296,6397,130518.0,2020-06-12,Junior,3
947159,Employee_297,5067,53718.0,2010-10-08,Mid,3
679575,Employee_298,9402,51488.0,2018-12-31,Junior,3
581939,Employee_299,5067,44333.0,2011-04-11,Mid,3
382778,Employee_300,7572,77581.0,2014-05-03,senior,3
419076,Employee_301,4460,73721.0,2010-01-15,Mid,3
358653,Employee_302,6229,87139.0,2015-10-18,Mid,1
423926,Employee_303,9402,134245.0,2018-03-22,senior,1
974840,Employee_304,5067,119708.0,2020-08-23,senior,3
665717,Employee_305,3954,35370.0,2011-09-03,Junior,2
411955,Employee_306,4460,84666.0,2022-05-12,Junior,3
876193,Employee_307,7811,59909.0,2019-01-30,Mid,5
758721,Employee_308,4538,44892.0,2012-01-26,senior,4
193491,Employee_309,2483,55962.0,2015-01-21,senior,2
368843,Employee_310,9402,35912.0,2019-08-23,senior,4
867756,Employee_311,3407,111756.0,2015-09-04,senior,3
465913,Employee_312,6229,43016.0,2016-09-14,Mid,3
550238,Employee_313,2631,36763.0,2013-06-25,Mid,3
461840,Employee_314,6255,64423.0,2017-07-18,Junior,4
686409,Employee_315,2720,49153.0,2017-05-12,LEAD,1
562312,Employee_316,4837,43980.0,2023-04-06,senior,4
930653,Employee_317,2056,67015.0,2010-05-01,Junior,2
951850,Employee_318,2631,153941.0,2017-08-04,Junior,3
160067,Employee_319,2937,72582.0,2022-04-16,Mid,4
618213,Employee_320,3954,94242.0,2020-10-21,Mid,4
143185,Employee_321,4837,100387.0,2011-10-15,Mid,2
276371,Employee_322,7811,38359.0,2018-02-09,Mid,4
263592,Employee_323,8435,111619.0,2020-11-22,LEAD,3
553467,Employee_324,8435,43136.0,2011-10-02,Mid,4
833405,Employee_325,3954,68755.0,2016-12-27,Junior,2
512956,Employee_326,2483,58103.0,2020-03-05,Junior,3
793623,Employee_327,9402,58642.0,2019-05-18,Mid,4
758825,Employee_328,2078,55180.0,2023-12-13,Junior,4
729655,Employee_329,6709,66968.0,2011-02-06,LEAD,2
327416,Employee_330,1582,74832.0,2022-01-26,Mid,5
579817,Employee_331,1582,104868.0,2016-09-06,senior,4
172244,Employee_332,6229,34965.0,2016-05-20,Junior,5
615496,Employee_333,3954,51970.0,2018-05-23,senior,5
662336,Employee_334,2937,48615.0,2015-07-21,Mid,3
830299,Employee_335,3954,110070.0,2011-06-26,Junior,3
545142,Employee_336,7572,34925.0,2021-11-25,Junior,3
165352,Employee_337,2162,1062698.0,2023-03-17,Junior,5
839365,Employee_338,2078,55399.0,2019-11-15,Junior,3
153909,Employee_339,2056,98973.0,2014-04-24,Mid,4
228333,Employee_340,6717,30037.0,2020-01-16,senior,5
322533,Employee_341,8137,73391.0,2018-12-09,LEAD,4
826457,Employee_342,3407,35192.0,2017-08-11,senior,3
674026,,3303,47097.0,2014-05-11,Mid,4
707211,Employee_344,1700,44372.0,2018-07-13,Junior,4
815856,Employee_345,4538,79002.0,2020-07-28,Mid,2
875009,Employee_346,2746,69390.0,2016-11-05,senior,3
349332,Employee_347,3087,87500.0,2012-10-21,Mid,3
457562,Employee_348,4688,32550.0,2020-05-26,Junior,4
797059,Employee_349,1676,49523.0,2019-10-06,Junior,2
866394,Employee_350,6133,228039.0,2020-10-22,Mid,3
892410,Employee_351,2483,32355.0,2012-11-05,senior,5
592655,Employee_352,1676,64620.0,2024-12-05,Junior,4
210561,Employee_353,6133,102406.0,2014-01-19,Mid,2
228428,Employee_354,8137,46772.0,2023-07-03,senior,4
812175,Employee_355,3087,89805.0,2023-01-29,Junior,4
455590,Employee_356,3183,108044.0,2016-11-12,Mid,4
953096,Employee_357,1700,45701.0,2015-05-04,Junior,1
600087,Employee_358,7220,51759.0,2012-01-16,Mid,1
886026,Employee_359,2078,92416.0,2013-01-17,senior,5
587250,Employee_360,3954,57263.0,2016-02-29,Mid,3
934927,Employee_361,7975,62342.0,2023-06-16,senior,2
983136,Employee_362,6397,48738.0,2020-04-21,Mid,5
207153,Employee_363,3303,71341.0,2010-02-27,Mid,4
948055,Employee_364,2642,78387.0,2024-07-30,Junior,3
349719,Employee_365,7975,37816.0,2022-01-30,Mid,4
330374,Employee_366,5482,100792.0,2013-09-04,Junior,3
301980,Employee_367,6255,71290.0,2013-08-31,Mid,3
350160,Employee_368,2720,67423.0,2016-08-24,senior,2
943379,Employee_369,2720,204114.0,2014-07-24,Mid,2
659530,Employee_370,3407,72805.0,2013-10-21,senior,2
880363,Employee_371,3214,87038.0,2021-02-08,Junior,3
644227,Employee_372,2056,71819.0,2024-04-03,Mid,3
756573,Employee_373,4460,48554.0,2013-01-07,Junior,3
734873,Employee_374,2631,37378.0,2013-10-03,Junior,4
319573,Employee_375,6229,36618.0,2010-04-27,Mid,3
823560,Employee_376,1582,49184.0,2021-05-20,Junior,5
762351,Employee_377,4538,105390.0,2023-04-21,senior,3
766005,Employee_378,4898,56589.0,2022-06-08,Junior,3
509584,Employee_379,2720,47665.0,2018-12-19,Mid,3
645692,Employee_380,7572,49740.0,2017-04-07,Mid,3
302640,Employee_381,1700,79846.0,2011-06-12,senior,3
490555,Employee_382,4806,114626.0,2010-04-04,Junior,3
494045,Employee_383,2162,45136.0,2013-05-12,senior,2
937188,Employee_384,2631,64448.0,2015-06-12,LEAD,3
219883,Employee_385,8137,45429.0,2010-11-02,Mid,4
683561,Employee_386,2642,77245.0,2021-07-01,senior,4
296508,Employee_387,6133,112175.0,2010-06-21,Junior,2
511694,Employee_388,6696,50422.0,2023-06-20,senior,3
820067,Employee_389,3321,43571.0,2013-10-28,senior,3
728949,Employee_390,7811,40000.0,2021-01-04,Mid,3
841085,Employee_391,3303,35465.0,2018-03-06,LEAD,4
136263,Employee_392,7220,41523.0,2012-11-11,Junior,3
817891,Employee_393,6397,45935.0,2015-09-06,Mid,4
106349,Employee_394,6229,35748.0,2024-06-20,Mid,2
479071,Employee_395,4460,242113.0,2019-02-10,Mid,3
746836,Employee_396,8137,55029.0,2024-06-01,Mid,3
941922,Employee_397,1676,49231.0,2021-07-02,Mid,3
332873,Employee_398,6709,62382.0,2010-09-21,senior,2
415227,Employee_399,4522,63228.0,2014-03-09,senior,5
771098,Employee_400,8851,94893.0,2021-04-15,Junior,3
452944,Employee_401,3407,36942.0,2020-02-23,Mid,1
555511,Employee_402,4898,71807.0,2012-12-27,Junior,3
500223,Employee_403,3407,60362.0,2011-06-04,Mid,5
124927,Employee_404,2631,57354.0,2012-07-06,senior,4
213432,Employee_405,2078,63711.0,2012-12-20,senior,4
583788,Employee_406,2162,36659.0,2020-12-30,Mid,5
211827,Employee_407,1582,115707.0,2017-02-05,Mid,3
279957,Employee_408,4460,66832.0,2017-12-20,Junior,2
881053,Employee_409,3968,64048.0,2018-06-08,senior,3
479246,Employee_410,6133,30051.0,2022-10-01,Junior,4
587316,Employee_411,3407,71657.0,2020-06-19,Junior,4
303028,Employee_412,1582,46849.0,2024-07-05,Junior,3
631181,Employee_413,9289,98787.0,2021-10-15,Mid,1
149971,Employee_414,2720,56423.0,2021-05-26,Mid,3
624049,Employee_415,3087,73116.0,2012-03-03,Junior,2
833715,Employee_416,2745,30565.0,2019-11-24,Mid,3
579791,Employee_417,3321,34979.0,2011-06-27,Junior,5
245295,Employee_418,7811,42145.0,2016-01-25,Mid,4
971420,Employee_419,4522,33424.0,2014-01-25,Mid,3
390644,Employee_420,2483,50882.0,2011-07-30,Junior,1
505040,Employee_421,2056,86586.0,2023-07-31,Mid,4
317228,Employee_422,3968,85153.0,2011-09-22,Mid,3
996034,Employee_423,2483,220057.0,2013-07-27,Mid,5
474081,Employee_424,5067,72660.0,2019-07-03,Mid,4
813696,Employee_425,2056,69897.0,2023-02-17,senior,3
805731,Employee_426,3214,40857.0,2017-02-21,Mid,1
766409,Employee_427,2720,83971.0,2021-05-25,senior,5
311266,Employee_428,6229,40928.0,2011-05-10,senior,3
559255,Employee_429,7572,74837.0,2018-05-11,Junior,4
657109,Employee_430,2745,30514.0,2014-07-10,Junior,4
776829,Employee_431,3303,34436.0,2021-06-02,Junior,3
880789,Employee_432,3407,86949.0,2015-07-19,Junior,3
244515,,6255,100455.0,2013-08-13,Junior,5
755592,Employee_434,6255,68506.0,2010-06-27,Mid,3
823263,Employee_435,3968,95037.0,2013-02-17,Mid,3
731597,Employee_436,4538,92281.0,2014-12-15,Mid,4
229540,Employee_437,4522,38378.0,2021-05-25,Junior,2
683708,Employee_438,7811,61876.0,2011-01-27,senior,3
813315,Employee_439,3954,62070.0,2015-04-06,Junior,5
323346,Employee_440,1700,105168.0,2011-01-31,Junior,3
758333,Employee_441,4806,76944.0,2021-01-02,LEAD,3
558359,Employee_442,7975,44620.0,2030-04-15,Junior,4
103129,,2483,34670.0,2013-12-02,Mid,4
530920,Employee_444,7975,34288.0,2015-12-25,senior,4
881814,Employee_445,6397,50637.0,2010-10-16,senior,5
783199,Employee_446,7811,100997.0,2010-11-17,LEAD,3
368789,Employee_447,4460,76197.0,2012-10-30,Mid,2
147151,Employee_448,6255,98643.0,2014-03-21,Junior,4
126118,Employee_449,3303,77984.0,2023-07-11,senior,1
222300,Employee_450,4806,56476.0,2020-12-19,Junior,3
402074,Employee_451,7572,101863.0,2024-03-22,Mid,4
878589,Employee_452,6133,69760.0,2021-11-09,Mid,2
142597,Employee_453,6696,54099.0,2022-05-04,Mid,3
630255,Employee_454,4538,38598.0,2030-04-15,Mid,3
450717,Employee_455,2162,50381.0,2014-05-27,Junior,3
570197,Employee_456,7811,47638.0,2021-10-11,Junior,4
757945,Employee_457,8851,49905.0,2017-08-23,Junior,3
284436,Employee_458,7220,89533.0,2012-06-10,Mid,3
197916,Employee_459,1582,70122.0,2022-12-11,Mid,3
523723,Employee_460,1360,92017.0,2019-09-29,LEAD,3
611928,Employee_461,1676,31903.0,2017-04-11,Junior,3
730435,Employee_462,8851,69266.0,2020-04-10,Mid,5
312447,Employee_463,2937,34422.0,2012-05-11,Mid,2
107345,Employee_464,4522,101002.0,2024-03-20,senior,5
446577,Employee_465,8435,31091.0,2023-12-12,Mid,2
972257,Employee_466,3968,44960.0,2018-01-04,Mid,4
212909,Employee_467,2790,89300.0,2022-08-09,senior,3
