product_id,product_name,product_category,manufacturing_city,size,color,sku
53634,Product_70,Kitchen,Gurgaon,L,Yellow,41650090
88326,Product_71,Electronics,Mumbai,S,Green,59736597
99096,Product_72,Books,Pune,XL,Blue,11741433
61954,Product_73,Sports,Noida,L,Green,48220862
79170,Product_74,Kitchen,Bangalore,L,White,41785274
21947,Product_75,Beauty,Pune,XL,Yellow,73589702
35161,Product_76,Kitchen,Noida,XS,Yellow,28742815
45229,Product_77,Electronics,Bangalore,L,Yellow,13057222
17341,Product_78,Toys,Gurgaon,M,Yellow,25912943
37387,Product_79,Electronics,Hyderabad,S,Green,85515749
58151,Product_80,Electronics,Bangalore,L,Yellow,86279234
93663,Product_81,Clothing,Delhi,L,Blk,91118033
30765,Product_82,Clothing,Bangalore,XL,Yellow,15693769
33592,Product_83,Office,Hyderabad,S,Green,41554067
81784,Product_84,Books,Pune,S,Red,51706919
78458,Product_85,Books,Gurgaon,XL,Black,84601882
89925,Product_86,Clothing,Bangalore,L,White,26987745
65942,Product_87,Gaming,Chennai,S,Yellow,74695770
66549,Product_88,Medical,Bangalore,XS,Yellow,52290086
78068,Product_89,Electronics,Pune,L,Red,67599976
81320,Product_90,Electronics,Hyderabad,M,Yellow,93690392
23608,Product_91,Electronics,Pune,L,White,97670916
86643,Product_92,Clothing,Chennai,XS,Black,66145930
32490,Product_93,Electronics,Hyderabad,XS,Green,77642962
38552,Product_94,Electronics,Bangalore,XL,White,92882445
21609,Product_95,Toys,Hyderabad,S,Blue,23338497
27500,Product_96,Electronics,Bangalore,XXL,Green,10797793
47654,Product_97,Electronics,Delhi,L,Blue,55995924
99415,Product_98,Medical,Delhi,S,Black,50167971
60692,Product_99,Sports,Bangalore,S,Green,64035393
84503,Product_100,Electronics,Mumbai,M,Black,99001151
29773,Product_101,Toys,Pune,L,Red,52344837
11980,Product_102,Beauty,Mumbai,M,White,73220131
42612,Product_103,Toys,Delhi,L,Blue,91472638
59033,Product_104,Electronics,Delhi,M,Blue,89802288
81706,Product_105,Toys,Pune,XL,Yellow,77642719
83371,Product_106,Medical,Bangalore,?,Yellow,81992546
62680,Product_107,Clothing,Hyderabad,XL,White,89694515
77118,Product_108,Clothing,Hyderabad,XS,Blue,65468445
21291,Product_109,Sports,Bangalore,M,Yellow,29798036
82997,Product_110,Clothing,Chennai,XS,Black,49227867
64420,Product_111,Electronics,Delhi,S,White,14534273
27670,Product_112,Clothing,Pune,XL,White,41494679
11259,Product_113,Furniture,Bangalore,XS,White,52997548
81419,Product_114,Office,Pune,S,Black,52583691
91123,Product_115,Furniture,Pune,L,Red,46604571
75724,Product_116,Furniture,Noida,L,Red,70637706
84848,Product_117,Automotive,Bangalore,XS,Yellow,32167500
43594,Product_118,Automotive,Delhi,XL,Blue,41456841
30905,Product_119,Electronics,Pune,XL,Blue,68045482
88139,Product_120,Electronics,Mumbai,L,White,73063827
96232,Product_121,Sports,Bangalore,S,black,73869049
59958,Product_122,Gaming,Delhi,XL,Yellow,17813842
95972,Product_123,Automotive,Delhi,S,Yellow,39379472
49250,Product_124,Electronics,Bangalore,XS,White,59458981
48412,Product_125,Electronics,Bangalore,S,White,24854887
71453,Product_126,Clothing,Bangalore,XS,Yellow,47384152
72792,Product_127,Kitchen,Delhi,S,Red,54110015
45519,Product_128,Gaming,Pune,XL,Red,60777480
68890,Product_129,Kitchen,Bangalore,XL,Blue,29197539
60951,Product_130,Books,Bangalore,XS,Green,74094114
49149,Product_131,Electronics,Pune,L,Black,92663624
39550,Product_132,Toys,Mumbai,M,White,42484930
96322,Product_133,Office,Hyderabad,S,Red,98560982
55869,Product_134,Furniture,Delhi,L,Yellow,41827106
36301,Product_135,Automotive,Pune,XS,Yellow,32928553
58962,Product_136,Kitchen,Bangalore,XL,Blue,90102427
40699,Product_137,Office,Bangalore,XL,?,42366695
77972,Product_138,Clothing,Pune,L,Green,98699385
80175,Product_139,Kitchen,Delhi,S,Yellow,97476142
71156,Product_140,Clothing,Bangalore,XS,Green,80158022
57185,Product_141,Electronics,Noida,L,Green,70409841
41711,Product_142,Furniture,Hyderabad,XS,Green,85728822
91175,Product_143,Clothing,Delhi,XS,Red,67890982
39891,Product_144,Electronics,Hyderabad,XS,Blue,84629516
17129,Product_145,Electronics,Mumbai,L,Red,39171624
73560,Product_146,Clothing,Delhi,S,Yellow,14931494
12069,Product_147,Books,Mumbai,M,Green,85806618
74697,Product_148,Furniture,Hyderabad,L,Black,76708846
86814,Product_149,Gaming,Bangalore,L,Green,27925644
54802,Product_150,Toys,Hyderabad,L,Blue,68780768
69788,Product_151,Kitchen,Bangalore,XS,Yellow,76584691
59248,Product_152,Furniture,Hyderabad,L,Blue,41799395
56073,Product_153,Toys,Hyderabad,S,White,39525642
70499,Product_154,Books,Noida,M,Blue,65096400
80313,Product_155,Electronics,Mumbai,XS,White,83798781
29858,Product_156,Automotive,Delhi,S,White,44300440
70673,Product_157,Furniture,Mumbai,L,Black,53172305
90122,Product_158,Furniture,Bangalore,XS,black,90560828
41266,Product_159,Office,Bangalore,L,Red,54871280
58804,Product_160,Beauty,Hyderabad,S,Green,11035551
19745,Product_161,Toys,Delhi,L,Red,16866105
55620,Product_162,Furniture,Pune,L,Blue,72007240
66115,Product_163,Office,Chennai,L,Blue,82801947
12039,Product_164,Office,Pune,XL,?,58770603
93128,Product_165,Office,Bangalore,M,Yellow,10828970
45361,Product_166,Furniture,Pune,XL,Black,74601274
86531,Product_167,Sports,Delhi,XL,White,84986650
57790,Product_168,Books,Bangalore,M,Red,83894610
42250,Product_169,Kitchen,Bangalore,XL,Green,92513233
38014,Product_170,Sports,Hyderabad,S,White,26417857
50662,Product_171,Kitchen,Bangalore,L,Yellow,87292004
60674,Product_172,Office,Pune,S,Blue,36105724
36544,Product_173,Sports,Delhi,S,Green,39855019
90851,Product_174,Beauty,Pune,S,Yellow,16558455
27300,Product_175,Sports,Delhi,XL,White,26903746
94930,Product_176,Electronics,Pune,L,Red,36104425
38956,Product_177,Furniture,Bangalore,S,White,89446970
20537,Product_178,Furniture,Hyderabad,S,Black,81651423
16308,Product_179,Electronics,Bangalore,XS,Green,89949062
27495,Product_180,Clothing,Pune,XL,Green,84275508
87481,Product_181,Electronics,Bangalore,M,Yellow,96161526
33519,Product_182,Beauty,Hyderabad,XXL,Blue,82250800
39035,Product_183,Electronics,Mumbai,S,Red,58124126
69280,Product_184,Books,Bangalore,XL,Red,27493696
24307,Product_185,Office,Bangalore,XS,Red,23044269
95598,Product_186,Books,Pune,S,Black,77577451
27130,Product_187,Clothing,Delhi,L,Yellow,82446019
95787,Product_188,Furniture,Bangalore,S,Red,96262820
93519,Product_189,Clothing,Hyderabad,L,Yellow,73894165
34785,Product_190,Sports,Delhi,S,Black,84808149
21837,Product_191,Furniture,Delhi,M,Green,70562002
34522,Product_192,Office,Pune,XS,Blue,94441448
97875,Product_193,Electronics,Bangalore,L,Black,20373355
46243,Product_194,Automotive,Pune,XL,Black,40266451
53304,Product_195,Medical,Bangalore,XL,?,32937500
44126,Product_196,Electronics,Bangalore,XL,Black,64324543
52436,Product_197,Office,Pune,L,Blue,29983484
19337,Product_198,Beauty,Delhi,S,Blue,91356278
24692,Product_199,Electronics,Pune,XS,White,20208753
73197,Product_200,Sports,Bangalore,XS,Black,50948315
18744,Product_201,Gaming,Bangalore,XS,White,15577027
11401,Product_202,Electronics,Delhi,XL,Blue,39697693
28221,Product_203,Clothing,Pune,M,Red,24730045
24991,Product_204,Electronics,Hyderabad,XS,Yellow,39947613
15325,Product_205,Electronics,Mumbai,M,Blue,91002861
34596,Product_206,Office,Delhi,L,Red,66705046
54728,Product_207,Sports,Hyderabad,XS,Red,34529245
39804,Product_208,Gaming,Hyderabad,M,Green,92357429
84189,Product_209,Gaming,Hyderabad,L,Red,67988047
21369,Product_210,Clothing,Bangalore,XL,White,41260517
41771,Product_211,Electronics,Bangalore,XL,Red,71478714
25825,Product_212,Books,Hyderabad,XS,Black,74000551
39979,Product_213,Sports,Bangalore,XL,Black,76424283
70931,Product_214,Gaming,Mumbai,M,Blue,22605544
90195,Product_215,Kitchen,Pune,M,Green,82547725
37966,Product_216,Sports,Bangalore,L,blu,53046324
21178,Product_217,Kitchen,Delhi,M,Green,63398013
62222,Product_218,Sports,Hyderabad,L,Red,72807222
99296,Product_219,Clothing,Bangalore,XL,Black,21070685
50295,Product_220,Clothing,Delhi,XL,Blue,16574734
58104,Product_221,Beauty,Chennai,M,Red,90575473
14988,Product_222,Automotive,Delhi,XXL,Yellow,90228516
57337,Product_223,Electronics,Noida,XS,White,30349672
25563,Product_224,Electronics,Bangalore,S,Yellow,79357172
13779,Product_225,Electronics,Chennai,XL,Green,32429130
37061,Product_226,Sports,Bangalore,L,Green,58876727
44881,Product_227,Books,Bangalore,L,Yellow,61253906
56348,Product_228,Furniture,Hyderabad,L,Red,73903476
38385,Product_229,Clothing,Delhi,S,Green,35182916
85616,Product_230,Kitchen,Mumbai,XL,Red,79221312
22979,Product_231,Electronics,Pune,M,Blue,44476670
69808,Product_232,Kitchen,Pune,XS,Red,59889093
44998,Product_233,Furniture,Delhi,S,Yellow,82675781
83031,Product_234,Gaming,Pune,M,Blue,21589004
30428,Product_235,Sports,Bangalore,S,Blue,40201408
69110,Product_236,Furniture,Chennai,S,Red,77702916
77126,Product_237,Clothing,Delhi,M,Yellow,73648245
51725,Product_238,Sports,Delhi,M,Blue,57710130
37709,Product_239,Office,Hyderabad,S,Green,17347374
96876,Product_240,Electronics,Hyderabad,M,White,67156079
87242,Product_241,Clothing,Hyderabad,XS,Red,73767753
11293,Product_242,Clothing,Hyderabad,XL,Blue,37681417
79925,Product_243,Books,Delhi,M,White,17394848
18104,Product_244,Electronics,Pune,XL,Green,84489586
65412,Product_245,Clothing,Hyderabad,XS,Black,77886135
72967,Product_246,Automotive,Pune,XS,Red,83440783
86207,Product_247,Toys,Delhi,L,Black,46396985
43984,Product_248,Gaming,Chennai,M,Red,38378107
46924,Product_249,Medical,Delhi,L,Red,14704010
45223,Product_250,Kitchen,Bangalore,L,Red,81662077
38407,Product_251,Electronics,Bangalore,XL,Black,52050545
96598,Product_252,Clothing,Hyderabad,M,Red,82949938
93233,Product_253,Clothing,Mumbai,XL,White,40523314
24331,Product_254,Electronics,Pune,L,White,33138393
49913,Product_255,Toys,Bangalore,L,Yellow,91951949
50736,Product_256,Furniture,Bangalore,XL,Black,63163032
28418,Product_257,Electronics,Bangalore,M,Red,75532557
90782,Product_258,Beauty,Chennai,L,White,24727572
71035,Product_259,Automotive,Bangalore,S,Red,92645750
10885,Product_260,Gaming,Bangalore,XL,Black,64260980
65211,Product_261,Electronics,Pune,XS,Yellow,26099640
65007,Product_262,Kitchen,Bangalore,L,White,79055601
88211,Product_263,Clothing,Bangalore,S,Green,32749974
96262,Product_264,Medical,Hyderabad,S,White,66072466
85849,Product_265,Clothing,Delhi,L,Red,82618865
82513,Product_266,Electronics,Delhi,XL,Blue,10061561
43059,Product_267,Toys,Pune,M,Black,65843065
21343,Product_268,Clothing,Bangalore,L,Green,72826103
98708,Product_269,Electronics,Bangalore,M,Yellow,92204708
22790,Product_270,Electronics,Pune,M,White,87683559
29903,Product_271,Electronics,Hyderabad,L,Black,74982726
74394,Product_272,Furniture,Bangalore,S,Red,67696955
70705,Product_273,Gaming,Delhi,M,Green,80865803
97034,Product_274,Books,Bangalore,XS,Blue,20480076
49543,Product_275,Clothing,Bangalore,L,Black,35480422
89959,Product_276,Office,Hyderabad,XL,Green,18285476
86230,Product_277,Electronics,Bangalore,L,White,69891786
74644,Product_278,Toys,Hyderabad,S,?,16091967
61126,Product_279,Sports,Mumbai,XS,Black,51086572
24032,Product_280,Electronics,Delhi,S,White,45288357
65252,Product_281,Books,Gurgaon,?,White,21937415
63027,Product_282,Toys,Mumbai,M,Black,51265939
16471,Product_283,Sports,Mumbai,L,Yellow,74579143
57354,Product_284,Clothing,Hyderabad,XL,White,46222931
80846,Product_285,Books,Hyderabad,M,Blue,22041709
57262,Product_286,Clothing,Delhi,S,Red,19887781
47417,Product_287,Furniture,Bangalore,M,Black,70899299
79333,Product_288,Medical,Bangalore,S,Yellow,84488072
31698,Product_289,Books,Bangalore,M,Yellow,67400666
28628,Product_290,Office,Bangalore,XL,Green,82206135
85154,Product_291,Automotive,Bangalore,L,White,60130176
25964,Product_292,Office,Bangalore,XS,White,56594801
69729,Product_293,Kitchen,Bangalore,M,Yellow,81839347
27380,Product_294,Electronics,Bangalore,S,Yellow,68686432
83980,Product_295,Kitchen,Bangalore,XL,Black,19058252
26276,Product_296,Gaming,Hyderabad,L,Blue,63155121
81840,Product_297,Furniture,Gurgaon,M,Black,68586284
83095,Product_298,Books,Bangalore,S,White,51162443
27986,Product_299,Sports,Bangalore,XL,Yellow,79942862
59778,Product_300,Electronics,Pune,XS,Green,93285186
12010,Product_301,Kitchen,Chennai,L,Green,98272618
10332,Product_302,Toys,Bangalore,XS,Black,38093749
88709,Product_303,Electronics,Mumbai,XS,Red,49050739
60282,Product_304,Electronics,Delhi,L,Yellow,81436534
48336,Product_305,Kitchen,Chennai,XL,Red,55866862
37535,Product_306,Electronics,Delhi,M,Yellow,29550056
29548,Product_307,Electronics,Bangalore,XL,Yellow,13991592
15461,Product_308,Clothing,Hyderabad,M,Blue,99296868
70240,Product_309,Electronics,Noida,M,Green,32538077
78370,Product_310,Sports,Hyderabad,L,Red,69258217
90381,Product_311,Clothing,Bangalore,S,White,11052420
57204,Product_312,Clothing,Pune,XL,Green,60828176
23758,Product_313,Medical,Bangalore,XL,Blue,63411087
22539,Product_314,Kitchen,Mumbai,M,Yellow,13356388
53255,Product_315,Medical,Delhi,XL,Black,65454149
25222,Product_316,Electronics,Bangalore,M,Black,94786436
14987,Product_317,Office,Noida,S,Blue,71303946
69211,Product_318,Clothing,Mumbai,S,Green,74495178
80955,Product_319,Furniture,Delhi,S,Blue,33694758
30300,Product_320,Office,Bangalore,XL,Black,82023303
60843,Product_321,Books,Hyderabad,XL,Green,17746178
85990,Product_322,Clothing,Bangalore,S,Blue,55742150
75766,Product_323,Toys,Mumbai,XS,Yellow,34765505
94934,Product_324,Kitchen,Bangalore,S,Blue,14695997
32058,Product_325,Electronics,Bangalore,XS,White,32757702
71197,Product_326,Clothing,Delhi,M,Red,47438175
82963,Product_327,Clothing,Hyderabad,XS,Blue,62636077
96906,Product_328,Electronics,Bangalore,XS,Blue,73406730
66210,Product_329,Books,Hyderabad,M,Blue,40421754
29947,Product_330,Clothing,Bangalore,S,Green,92279517
49190,Product_331,Clothing,Noida,XS,Blue,27194050
13370,Product_332,Sports,Pune,XL,Red,62774700
45919,Product_333,Clothing,Hyderabad,XL,Green,11232378
10051,Product_334,Kitchen,Bangalore,L,Green,82329945
73568,Product_335,Electronics,Bangalore,S,Black,12257115
55093,Product_336,Clothing,Pune,S,Yellow,37224120
70285,Product_337,Furniture,Chennai,M,Red,54783078
48701,Product_338,Clothing,Bangalore,M,Black,34428903
72936,Product_339,Kitchen,Bangalore,M,Yellow,59308501
89619,Product_340,Beauty,Hyderabad,XS,Black,26634273
91369,Product_341,Toys,Bangalore,XL,Blue,66561626
99223,Product_342,Clothing,Hyderabad,M,Green,77038042
76371,Product_343,Automotive,Pune,S,Black,43042741
73770,Product_344,Clothing,Pune,XL,Red,47641836
11557,Product_345,Clothing,Bangalore,L,Green,30675722
81432,Product_346,Gaming,Pune,S,Green,25319835
60115,Product_347,Office,Hyderabad,S,Blue,36340631
97628,Product_348,Gaming,Bangalore,S,Red,64146179
27939,Product_349,Electronics,Hyderabad,XL,White,60996854
17655,Product_350,Toys,Delhi,XS,Green,41000070
84823,Product_351,Electronics,Mumbai,L,Blue,50770765
94507,Product_352,Toys,Mumbai,XS,Blue,15586430
44548,Product_353,Kitchen,Pune,S,Yellow,88956108
98581,Product_354,Automotive,Bangalore,XL,Green,29622596
71552,Product_355,Toys,Hyderabad,S,Red,46373464
93901,Product_356,Kitchen,Hyderabad,S,Red,51107194
44431,Product_357,Toys,Bangalore,M,Yellow,27192662
72942,Product_358,Kitchen,Delhi,L,Black,90041927
86573,Product_359,Clothing,Mumbai,M,Black,10927980
33012,Product_360,Kitchen,Pune,L,Green,67829152
50884,Product_361,Clothing,Chennai,L,White,12314308
85216,Product_362,Automotive,Bangalore,M,Black,92371060
60882,Product_363,Gaming,Hyderabad,XL,Red,42431697
75787,Product_364,Kitchen,Chennai,XL,Red,33753162
33672,Product_365,Clothing,Pune,M,Yellow,66488256
85696,Product_366,Books,Bangalore,XL,Green,41563717
40457,Product_367,Books,Bangalore,XS,Black,10165866
52791,Product_368,Clothing,Delhi,XS,Red,66509126
83189,Product_369,Beauty,Delhi,S,White,34764977
49437,Product_370,Clothing,Hyderabad,XS,black,23394008
18596,Product_371,Books,Hyderabad,XL,Black,51900553
14102,Product_372,Electronics,Delhi,S,Yellow,92261089
89520,Product_373,Toys,Pune,XL,Blue,54241795
10305,Product_374,Kitchen,Mumbai,S,Black,68217800
77054,Product_375,Electronics,Delhi,XS,Yellow,84385517
71408,Product_376,Electronics,Hyderabad,XS,Blue,96561141
78732,Product_377,Books,Hyderabad,S,Blue,19259295
68518,Product_378,Furniture,Delhi,M,White,40057857
71344,Product_379,Toys,Bangalore,XS,Yellow,33467686
80632,Product_380,Sports,Bangalore,S,Green,37407999
24233,Product_381,Office,Bangalore,XL,Green,12693241
27609,Product_382,Clothing,Bangalore,XS,Black,58343686
20452,Product_383,Sports,Bangalore,M,Blue,97380780
78589,Product_384,Gaming,Hyderabad,L,Yellow,30336567
80741,Product_385,Electronics,Bangalore,XL,White,87960494
14626,Product_386,Clothing,Mumbai,M,Yellow,72558695
48416,Product_387,Kitchen,Chennai,M,Black,45932056
12991,Product_388,Books,Bangalore,L,blu,85804552
77360,Product_389,Furniture,Chennai,XS,White,73899325
84068,Product_390,Electronics,Bangalore,M,Red,35473064
72648,Product_391,Electronics,Hyderabad,XL,Red,37510907
41691,Product_392,Sports,Pune,XL,Green,69549842
68291,Product_393,Office,Pune,XS,Black,27537470
19576,Product_394,Books,Bangalore,L,Yellow,98405505
71702,Product_395,Books,Noida,M,Green,42452370
61222,Product_396,Clothing,Noida,S,Green,47603280
73081,Product_397,Electronics,Chennai,XL,Blue,37165009
79238,Product_398,Books,Bangalore,M,Yellow,99937844
74858,Product_399,Toys,Hyderabad,XL,Green,15449961
53739,Product_400,Sports,Chennai,S,Black,61727081
73069,Product_401,Electronics,Chennai,L,Black,19291172
16300,Product_402,Clothing,Delhi,M,Red,28455072
83938,Product_403,Beauty,Noida,XS,Green,63606578
92038,Product_404,Kitchen,Pune,XL,Yellow,35951779
21610,Product_405,Furniture,Bangalore,M,Yellow,27869692
39339,Product_406,Electronics,Bangalore,S,Yellow,71583464
32794,Product_407,Toys,Pune,S,Blue,68859110
55601,Product_408,Clothing,Mumbai,M,Red,75004753
51877,Product_409,Kitchen,Hyderabad,L,Black,14007104
92050,Product_410,Clothing,Gurgaon,M,Blue,35027624
61090,Product_411,Electronics,Chennai,M,Blue,90158544
97352,Product_412,Office,Hyderabad,XL,Blue,26089833
40768,Product_413,Gaming,Delhi,M,White,44235390
57973,Product_414,Automotive,Delhi,M,?,31039477
34781,Product_415,Electronics,Hyderabad,S,Red,84362542
48405,Product_416,Electronics,Hyderabad,XL,Blue,78289497
80895,Product_417,Electronics,Pune,S,Black,56583848
69044,Product_418,Kitchen,Bangalore,XL,Red,90700023
75786,Product_419,Sports,Delhi,XS,Yellow,18041572
46093,Product_420,Books,Bangalore,XL,Red,28571423
15652,Product_421,Clothing,Mumbai,L,Blue,19405088
82273,Product_422,Beauty,Hyderabad,XS,Yellow,23997901
42655,Product_423,Gaming,Chennai,S,Yellow,11182978
57660,Product_424,Office,Hyderabad,M,Black,63029334
54949,Product_425,Furniture,Hyderabad,XL,Yellow,32620293
50078,Product_426,Automotive,Bangalore,M,Blue,91667985
61674,Product_427,Clothing,Noida,S,Yellow,67627852
22284,Product_428,Office,Bangalore,XS,Green,70506391
78749,Product_429,Sports,Bangalore,S,White,85302359
53925,Product_430,Toys,Bangalore,M,White,26633639
87559,Product_431,Office,Bangalore,M,Yellow,74304389
12374,Product_432,Beauty,Hyderabad,XS,White,92536971
73160,Product_433,Electronics,Bangalore,L,Blue,87813882
29626,Product_434,Sports,Pune,S,Blue,53971264
50730,Product_435,Sports,Pune,XS,White,99550895
92663,Product_436,Automotive,Bangalore,XS,Red,47982906
13434,Product_437,Furniture,Pune,XL,Blk,22351922
33495,Product_438,Clothing,Bangalore,M,Red,53312068
83364,Product_439,Electronics,Hyderabad,M,Yellow,16158330
82191,Product_440,Sports,Hyderabad,M,Yellow,77726398
83624,Product_441,Furniture,Pune,XS,Green,91132151
59032,Product_442,Office,Pune,M,Blue,41899248
61150,Product_443,Electronics,Bangalore,S,Green,40688434
52676,Product_444,Clothing,Delhi,M,Green,22580612
14892,Product_445,Office,Hyderabad,S,Red,12814588
71778,Product_446,Clothing,Delhi,S,White,12837935
30198,Product_447,Electronics,Hyderabad,L,Yellow,21232402
89919,Product_448,Automotive,Hyderabad,M,White,34979019
45067,Product_449,Furniture,Chennai,XL,White,98070402
74219,Product_450,Kitchen,Mumbai,S,Green,54591174
82587,Product_451,Sports,Bangalore,S,Red,84479102
96422,Product_452,Furniture,Pune,XL,Blue,40119820
61987,Product_453,Clothing,Hyderabad,XL,White,56236956
63062,Product_454,Office,Bangalore,L,White,23814534
96252,Product_455,Toys,Pune,S,Blue,45031998
28794,Product_456,Sports,Hyderabad,M,Blk,28667118
78782,Product_457,Electronics,Pune,L,Blue,75996384
42718,Product_458,Furniture,Bangalore,L,Green,56756851
72389,Product_459,Office,Hyderabad,XS,Blue,72063545
61427,Product_460,Clothing,Pune,?,White,34053863
93402,Product_461,Gaming,Pune,S,White,14330925
96518,Product_462,Kitchen,Delhi,XS,Yellow,97148485
66526,Product_463,Toys,Bangalore,L,White,89794552
48911,Product_464,Kitchen,Hyderabad,XS,Green,49278806
25866,Product_465,Kitchen,Delhi,XL,Black,95635550
26085,Product_466,Clothing,Hyderabad,L,Red,67737450
41575,Product_467,Sports,Bangalore,XL,Green,87414133
88165,Product_468,Clothing,Delhi,S,White,14808229
22845,Product_469,Toys,Bangalore,L,Black,35158694
12516,Product_470,Sports,Chennai,L,White,54364819
86031,Product_471,Toys,Gurgaon,L,Green,47350291
39007,Product_472,Electronics,Bangalore,M,?,86947687
53302,Product_473,Automotive,Bangalore,M,White,57478688
16705,Product_474,Sports,Bangalore,XS,Red,76861141
65454,Product_475,Beauty,Bangalore,L,Green,66074456
90934,Product_476,Books,Hyderabad,S,Red,18025808
20261,Product_477,Clothing,Bangalore,L,Red,99798447
69615,Product_478,Furniture,Hyderabad,S,White,58877474
70734,Product_479,Electronics,Delhi,XS,White,49382559
89011,Product_480,Kitchen,Bangalore,XS,Yellow,89623556
61713,Product_481,Kitchen,Pune,XL,blu,17723942
90264,Product_482,Toys,Mumbai,XS,Green,86838919
61356,Product_483,Toys,Delhi,S,Black,41687440
43527,Product_484,Furniture,Gurgaon,S,Green,73114925
92831,Product_485,Electronics,Hyderabad,XL,White,45619154
98336,Product_486,Toys,Hyderabad,XS,Black,80115842
44399,Product_487,Books,Chennai,M,Red,88878740
51079,Product_488,Electronics,Hyderabad,S,Green,43675351
89175,Product_489,Automotive,Chennai,M,Yellow,93277963
59449,Product_490,Clothing,Bangalore,M,Red,36469708
31926,Product_491,Books,Chennai,XL,Yellow,93207578
49515,Product_492,Books,Gurgaon,XL,Green,47067956
37193,Product_493,Electronics,Chennai,M,White,91441758
90899,Product_494,Electronics,Pune,XL,Green,69555663
95385,Product_495,Electronics,Delhi,S,White,17156080
93911,Product_496,Electronics,Hyderabad,S,White,35821592
76509,Product_497,Clothing,Delhi,S,Green,31752437
