customer_id,customer_name,country,signup_date,customer_tier
9504271,Customer_173,UK,2015-10-09,Bronze
8804641,Customer_174,Germany,2023-03-16,Bronze
5192088,Customer_175,India,2015-02-28,Platinum
5681472,Customer_176, india ,2022-04-25,Gold
1795177,Customer_177,India,2017-05-01,Bronze
1659503,customer_178,India,2015-12-13,Bronze
9706055,Customer_179,India,2023-08-17,Silver
5452526,Customer_180,USA,2021-08-23,Gold
8581426,Customer_181,USA,2018-05-13,Bronze
5912776,Customer_182,USA,2023-04-05,Bronze
5271375,Customer_183, india ,2014-09-11,Gold
2407213,Customer_184,India,2024-03-20,Bronze
6574684,Customer_185,USA,2020-04-21,Silver
7329691,Customer_186,India,2020-06-05,Bronze
9662371,Customer_187,India,2020-10-09,Gold
6054078,Customer_188,UK,2018-10-18,Silver
2063231,Customer_189,USA,2018-12-24,Silver
9447700,Customer_190,India,2016-10-24,Bronze
7166852,Customer_191,India,2020-06-03,Gold
3962511,Customer_192,Australia,2014-04-02,Bronze
3600781,Customer_193,India,2017-08-03,Silver
4642269,Customer_194,USA,2020-04-27,Gold
2184134,Customer_195,India,2015-07-19,Bronze
8394618,Customer_196,USA,2016-11-20,Silver
7009953,Customer_197, france ,2017-09-03,Silver
1484424,Customer_198,USA,2021-10-08,Bronze
3790957,Customer_199,India,2014-09-17,Gold
9399120,Customer_200,India,2021-11-07,Silver
1250708,Customer_201,India,2023-09-14,Gold
8324067,customer_202,India,2017-06-18,Bronze
1313824,Customer_203,Germany,2018-12-09,Bronze
7644925,Customer_204,UK,2015-07-11,Gold
8989007,Customer_205,Germany,2020-09-21,Bronze
4789732,Customer_206,India,2021-01-29,Bronze
6765050,Customer_207, india ,2017-03-08,Silver
2697110,Customer_208,USA,2024-08-31,Bronze
4388302,Customer_209,USA,2016-06-22,Gold
3526680,customer_210,India,2022-10-19,Bronze
6922249,Customer_211,USA,2016-08-04,Gold
4142585,Customer_212,UK,2019-08-03,Bronze
4737725,Customer_213,India,2023-12-02,Bronze
6030387,Customer_214,India,2014-11-19,Silver
1618143,Customer_215,India,2014-03-29,Bronze
9180707,Customer_216,USA,2020-06-18,Silver
3507696,Customer_217,USA,2016-04-09,Bronze
4627768,Customer_218,Canada,2017-08-28,Bronze
6762376,Customer_219,USA,2016-12-03,Silver
3185085,Customer_220,USA,2019-08-10,Silver
9983651,Customer_221,Germany,2016-06-26,Silver
1970857,Customer_222,USA,2021-12-08,Gold
3704154,Customer_223,Canada,2016-12-27,Bronze
5799354,Customer_224, australia ,2019-02-14,Silver
3879266,Customer_225,Germany,2021-03-31,Bronze
1699622,Customer_226,India,2024-03-24,Silver
2996940,customer_227,Australia,2017-02-04,Bronze
4381853,Customer_228,India,2020-12-19,Bronze
9458282,Customer_229,Germany,2014-04-17,Bronze
6199810,Customer_230, australia ,2017-01-26,Bronze
1556104,Customer_231,India,2016-02-18,Bronze
7915426,Customer_232,India,2023-06-27,Platinum
2158542,Customer_233,USA,2018-06-20,Bronze
8785004,Customer_234,Australia,2021-05-02,Platinum
1110096,Customer_235,India,2020-01-31,Gold
9487583,customer_236,India,2021-06-17,Silver
2019781,Customer_237,USA,2018-10-09,Gold
4689440,Customer_238,Australia,2021-01-07,Bronze
4818905,Customer_239,Canada,2014-08-15,Bronze
7539227,Customer_240,USA,2018-09-29,Silver
1095599,Customer_241,Australia,2016-11-25,Gold
2856449,Customer_242,USA,2016-03-17,Platinum
2734569,Customer_243,UK,2015-05-10,Bronze
1102722,Customer_244,India,2017-08-25,Bronze
6233534,Customer_245,France,2021-04-27,Bronze
4865277,Customer_246,India,2019-12-29,Bronze
1600638,Customer_247,Canada,2015-03-16,Bronze
1306490,Customer_248,India,2017-04-03,Bronze
1089789,Customer_249,India,2021-11-18,Bronze
4992966,Customer_250,UK,2014-12-02,Silver
4305057,Customer_251,Germany,2024-05-17,Gold
5476272,Customer_252, australia ,2019-12-18,Bronze
6749371,Customer_253,USA,2024-12-07,Bronze
8387090,Customer_254,India,2016-02-19,Gold
1276601,Customer_255,Canada,2019-10-30,Gold
6022539,Customer_256, usa ,2019-04-01,Gold
8064251,Customer_257,Germany,2017-10-31,Gold
9906710,Customer_258,India,2020-06-29,Silver
5096881,Customer_259,India,2020-02-22,Bronze
1413359,Customer_260,France,2021-07-25,Bronze
5951480,Customer_261,Australia,2014-03-27,Silver
7646739,Customer_262,India,2021-02-24,Bronze
5121216,Customer_263,India,2019-04-05,Gold
9738245,Customer_264,Australia,2015-05-26,Bronze
4993089,Customer_265,USA,2023-10-12,Bronze
3535909,Customer_266,India,2023-11-26,Silver
8055899,Customer_267,Germany,2015-03-15,Bronze
9079161,Customer_268,USA,2015-07-08,Gold
2460924,Customer_269, india ,2019-08-14,Bronze
4196124,Customer_270,India,2014-07-06,Silver
9168923,Customer_271,France,2022-01-17,Bronze
1027731,Customer_272,USA,2023-12-12,Bronze
4830291,Customer_273,India,2022-05-13,Bronze
1813053,Customer_274,USA,2022-07-31,Bronze
1476738,Customer_275,USA,2021-02-02,Bronze
9550402,Customer_276,Germany,2018-01-08,Bronze
4304038,Customer_277,UK,2018-08-18,Bronze
1656091,Customer_278,Australia,2018-12-25,Bronze
7003719,Customer_279,Germany,2015-12-01,Bronze
8634801,Customer_280,UK,2017-06-14,Silver
4422831,Customer_281,Canada,2023-02-15,Bronze
5105586,Customer_282,India,2019-07-23,Bronze
8635468,Customer_283,India,2017-09-21,Platinum
4848711,Customer_284,India,2014-01-12,Gold
8601833,Customer_285,Australia,2020-01-01,Silver
8886742,Customer_286,USA,2022-08-14,Silver
7889320,Customer_287, india ,2021-09-17,Bronze
2696624,Customer_288,India,2024-04-25,Bronze
1910020,Customer_289,India,2022-09-08,Silver
1892857,Customer_290, india ,2015-06-02,Silver
2226845,Customer_291,Germany,2017-07-26,Silver
4972171,Customer_292,USA,2018-01-15,Silver
8663868,Customer_293,India,2017-04-22,Bronze
4073817,Customer_294,India,2014-11-28,Silver
4590037,Customer_295,India,2016-05-10,Bronze
7118279,Customer_296,USA,2020-02-09,Gold
9241136,Customer_297, india ,2018-07-05,Bronze
5549452,Customer_298, germany ,2021-04-24,Platinum
4238992,Customer_299,USA,2022-05-05,Gold
6856077,customer_300,India,2015-08-02,Bronze
5769427,Customer_301,India,2014-05-17,Silver
7304654,Customer_302,UK,2021-10-21,Bronze
3706267,Customer_303,USA,2021-07-08,Silver
8615863,Customer_304,India,2016-11-22,Silver
4077021,Customer_305,UK,2019-12-13,Silver
2694406,Customer_306,India,2020-06-15,Gold
9356423,Customer_307,USA,2023-06-24,Bronze
9246486,Customer_308,India,2018-08-13,Silver
6415488,Customer_309,USA,,Bronze
6922180,Customer_310,India,2015-03-16,Gold
4258959,Customer_311,India,2019-04-08,Silver
9900013,Customer_312,India,2021-06-18,Bronze
5787091,Customer_313,France,2015-12-02,Bronze
6329850,Customer_314,India,2014-05-20,Bronze
1525229,Customer_315,USA,2018-02-19,Bronze
9457008,Customer_316,UK,2021-05-22,Silver
1952289,Customer_317,India,2023-01-25,Bronze
1604034,Customer_318,Australia,2018-08-05,Silver
1108507,Customer_319,USA,2014-08-01,Bronze
3079832,Customer_320,USA,2014-08-13,Bronze
5599044,Customer_321,USA,2021-03-03,Bronze
2033931,Customer_322,India,2019-10-13,Bronze
5202981,Customer_323,India,2024-06-19,Bronze
3325378,Customer_324, india ,2017-02-22,Bronze
7559970,Customer_325,France,2014-03-09,Silver
4076987,Customer_326,Australia,2014-04-25,Gold
4741745,Customer_327,India,2024-11-06,Bronze
7380694,Customer_328,India,2022-07-08,Bronze
2663304,Customer_329,France,2017-10-04,Silver
5828680,Customer_330,Canada,2019-04-30,Gold
3730446,Customer_331,Germany,2018-08-30,Platinum
4873565,Customer_332,India,2023-11-14,Gold
7663989,Customer_333,India,2017-02-03,Bronze
7545480,Customer_334,India,2020-05-18,Silver
6112763,Customer_335,USA,2023-07-15,Silver
9328972,Customer_336,India,2014-04-29,Bronze
5813761,Customer_337,USA,2019-12-16,Gold
5552844,Customer_338,Germany,2014-05-17,Platinum
1982235,Customer_339,USA,2014-06-26,Bronze
9549956,Customer_340,France,2017-08-01,Silver
4607520,Customer_341,France,2014-10-01,Silver
4184954,Customer_342, usa ,2019-09-15,Platinum
8307724,Customer_343,Australia,2023-08-05,Bronze
1757689,Customer_344,India,2018-12-23,Gold
3767024,Customer_345,India,2022-02-10,Platinum
5500372,Customer_346,India,2023-03-08,Bronze
4052981,Customer_347,USA,2023-05-01,Silver
6443521,Customer_348,Australia,2015-01-10,Gold
8768528,Customer_349,USA,2015-02-04,Silver
6720855,Customer_350,Canada,2018-12-18,Gold
2698171,Customer_351,India,2024-07-24,Platinum
1253290,Customer_352,India,2015-01-23,Bronze
9546588,Customer_353,Germany,2015-04-23,Gold
4972502,Customer_354,USA,2022-06-23,Silver
5214216,Customer_355,India,2017-07-14,Gold
7905722,Customer_356,Australia,2014-04-16,Bronze
4068513,Customer_357,UK,2019-08-24,Silver
9557915,Customer_358,India,2014-08-14,Silver
3015902,Customer_359,Germany,2021-12-17,Bronze
5221319,Customer_360,France,2020-11-01,Silver
2847174,Customer_361,Australia,2015-10-30,Silver
6305149,Customer_362,USA,2018-04-21,Silver
2301927,Customer_363,USA,2015-09-04,Silver
5832588,Customer_364,USA,2019-05-02,Silver
6485698,Customer_365,India,2024-11-25,Bronze
2367643,Customer_366,USA,2014-08-24,Gold
2966048,Customer_367,India,2014-10-11,Gold
9327904,Customer_368, india ,2023-08-16,Silver
3483514,Customer_369,USA,2023-09-15,Bronze
9435768,Customer_370,Germany,2014-02-26,Bronze
5320519,Customer_371,USA,2022-04-10,Platinum
5997356,Customer_372,Canada,2014-06-06,Bronze
2273791,Customer_373,India,2014-11-22,Bronze
8277291,Customer_374,UK,2016-07-12,Bronze
1061906,Customer_375, usa ,2014-08-02,Bronze
7446652,Customer_376,Australia,2021-01-17,Silver
3855046,Customer_377,India,2018-08-26,Bronze
3177079,Customer_378,Australia,2014-05-22,Bronze
9795375,Customer_379,USA,2015-11-09,Silver
2489425,Customer_380,UK,2017-03-24,Platinum
5723943,Customer_381,USA,2016-04-27,Gold
9221616,Customer_382,India,2020-11-25,Silver
5306321,Customer_383,India,2018-04-08,Bronze
3393580,Customer_384,USA,2024-03-11,Bronze
4516452,Customer_385,France,2017-12-04,Gold
5902164,Customer_386,USA,2014-05-28,Silver
6419010,Customer_387,India,2017-01-25,Bronze
2700901,Customer_388,UK,2015-01-02,Bronze
5544581,Customer_389,India,2018-01-17,Gold
6374354,Customer_390,India,2014-09-08,Silver
5122236,Customer_391,USA,2023-05-02,Bronze
6304716,Customer_392,USA,2014-04-22,Bronze
6418409,Customer_393,Australia,2018-07-07,Silver
6009189,Customer_394, india ,2023-01-28,Silver
8788925,Customer_395,India,2020-01-26,Gold
5659448,Customer_396,India,2019-01-04,Gold
6570536,Customer_397,Germany,2020-06-15,Bronze
3789598,Customer_398,USA,2016-06-22,Gold
2904528,Customer_399,USA,2017-06-20,Gold
4415138,Customer_400,Australia,2023-02-09,Gold
9255932,Customer_401,USA,2020-03-21,Bronze
4474637,Customer_402,USA,2022-12-25,Bronze
8793309,Customer_403,UK,2022-04-24,Silver
2850486,Customer_404,USA,2023-08-09,Gold
3756030,Customer_405,France,2016-10-19,Gold
7050550,Customer_406, australia ,2018-06-01,Gold
8966753,Customer_407,Australia,2022-10-24,Bronze
9976854,Customer_408,India,2022-11-21,Gold
7047311,Customer_409,UK,2023-07-28,Bronze
2032477,Customer_410,USA,2020-10-18,Bronze
2274374,Customer_411,India,2019-11-18,Silver
3085570,Customer_412,India,2018-07-11,Platinum
1271505,Customer_413,France,2021-09-03,Bronze
6296659,Customer_414,India,2016-11-18,Gold
1734308,Customer_415, usa ,2022-05-05,Silver
1480077,Customer_416,India,2022-09-20,Gold
3626602,Customer_417,India,2015-03-27,Bronze
7779492,Customer_418,India,2014-11-25,Gold
9412826,Customer_419, india ,2015-04-08,Silver
2549650,Customer_420,Germany,2015-07-08,Bronze
7732351,Customer_421,USA,2018-03-17,Bronze
7581538,Customer_422,USA,2022-11-08,Silver
6749597,Customer_423,UK,2019-07-01,Silver
1659605,Customer_424,India,2024-05-29,Bronze
7063622,Customer_425,USA,2018-08-25,Bronze
4980272,Customer_426,USA,2018-06-01,Silver
2127274,Customer_427, india ,2023-07-10,Silver
9783340,Customer_428,UK,2018-11-22,Gold
6194344,Customer_429,USA,2014-09-02,Bronze
5937222,Customer_430,India,2017-10-17,Silver
3180596,Customer_431,Germany,2017-05-27,Platinum
2822508,Customer_432,USA,2016-03-10,Bronze
7347359,Customer_433,India,2024-03-19,Bronze
1013439,Customer_434,USA,2024-07-02,Bronze
8130483,Customer_435, usa ,2015-04-18,Bronze
8588907,Customer_436,Germany,2022-06-25,Bronze
6126267,Customer_437,India,2019-09-17,Bronze
1425868,Customer_438,USA,2019-02-19,Gold
7500457,Customer_439,India,2022-02-27,Gold
3609239,Customer_440,USA,2014-05-11,Bronze
2766349,Customer_441,UK,2016-09-26,Bronze
6546363,Customer_442,Germany,2024-07-28,Bronze
1916691,Customer_443,India,2017-07-15,Gold
2881249,Customer_444,USA,2019-09-06,Platinum
4655395,Customer_445,Germany,2020-02-23,Bronze
1839158,Customer_446,India,2023-02-18,Silver
3691942,Customer_447,India,2017-04-27,Gold
7709856,Customer_448,India,2016-04-21,Silver
9259413,Customer_449,India,2014-11-15,Bronze
5470172,Customer_450,Australia,2024-07-07,Bronze
5962315,Customer_451,France,2020-06-14,Bronze
2539751,Customer_452,India,2018-07-10,Silver
6927695,Customer_453,India,2017-04-14,Platinum
8046755,Customer_454,Germany,2024-08-17,Silver
5717735,Customer_455,India,2022-01-10,Gold
3744249,Customer_456,India,2019-12-18,Gold
3285887,Customer_457,USA,2015-04-23,Bronze
3056686,Customer_458,India,2024-08-29,Silver
9947251,Customer_459,UK,2022-10-11,Platinum
2279914,Customer_460, india ,2018-01-18,Bronze
8372794,Customer_461,India,2022-03-07,Gold
6484730,Customer_462,India,2017-06-22,Platinum
2632564,Customer_463,USA,2022-04-11,Bronze
5643146,Customer_464,USA,2016-08-29,Bronze
5310263,Customer_465,USA,2014-01-06,Bronze
9913367,Customer_466,India,2016-12-26,Bronze
8765612,Customer_467,France,2016-06-02,Silver
9608921,Customer_468,USA,2019-11-03,Bronze
5053306,Customer_469, india ,2023-12-30,Bronze
8862729,Customer_470,Germany,2015-05-26,Silver
5376978,Customer_471,India,2019-07-30,Bronze
5954526,Customer_472,India,2024-09-16,Bronze
2171676,Customer_473,India,2018-07-16,Silver
5430914,Customer_474,Australia,2021-02-09,Bronze
2122667,Customer_475,India,2018-02-05,Bronze
6690983,Customer_476,USA,2024-04-16,Bronze
2869049,Customer_477,UK,2020-10-20,Bronze
4634941,Customer_478,India,2021-03-01,Silver
5790508,Customer_479,USA,2017-04-07,Gold
9339411,Customer_480,India,2024-02-15,Silver
1695982,Customer_481, india ,2024-10-15,Bronze
5085497,Customer_482,UK,2016-12-16,Bronze
5981670,Customer_483,France,2022-12-24,Silver
3817550,Customer_484,USA,2017-04-21,Silver
6936050,Customer_485,India,2016-05-14,Silver
4602492,Customer_486,India,2014-08-14,Bronze
3248853,Customer_487,India,2014-06-16,Silver
6695073,Customer_488,Australia,2016-03-19,Bronze
2954364,Customer_489,India,2024-11-15,Bronze
1369508,Customer_490,USA,2016-11-01,Bronze
1829813,Customer_491,Australia,2023-11-16,Platinum
4688127,Customer_492,India,2014-10-15,Gold
6703491,Customer_493, australia ,2016-01-23,Gold
4271914,Customer_494,India,2019-08-03,Bronze
3924995,Customer_495,India,2015-09-16,Silver
6955984,Customer_496,Germany,2023-05-22,Bronze
1830444,customer_497,India,2023-07-17,Gold
1235435,Customer_498,Germany,2023-04-27,Bronze
3354284,Customer_499,India,2023-05-18,Silver
4197070,Customer_500,India,2021-03-06,Silver
7583690,Customer_501, usa ,2023-06-10,Gold
4173542,Customer_502,India,2016-12-12,Bronze
5749580,Customer_503,India,2024-03-09,Bronze
2364483,Customer_504, france ,2017-06-20,Bronze
5526632,Customer_505,India,2018-10-15,Bronze
7061236,Customer_506,India,2014-10-21,Silver
2803160,Customer_507,Canada,2022-10-03,Gold
3523788,Customer_508, india ,2016-01-15,Silver
5564473,Customer_509,USA,2020-08-24,Platinum
8239804,Customer_510,UK,2015-02-07,Bronze
4969057,Customer_511,India,2024-08-15,Gold
6874499,Customer_512,USA,2017-05-05,Silver
8929803,Customer_513,India,2018-11-11,Bronze
9069471,Customer_514,France,2022-10-07,Bronze
3185405,Customer_515,Australia,2017-10-08,Gold
7166085,Customer_516,India,2023-05-18,Bronze
8216645,Customer_517, india ,2018-05-06,Bronze
8097957,Customer_518, france ,2016-07-06,Silver
3921906,Customer_519,India,2014-07-01,Gold
4767071,Customer_520,UK,2024-11-12,Bronze
9357928,Customer_521,India,2018-04-05,Bronze
1480223,Customer_522,USA,2017-07-14,Gold
4809427,Customer_523,Germany,2018-10-03,Silver
9738973,Customer_524,India,2016-01-02,Gold
1907884,Customer_525,India,2022-06-12,Platinum
5046787,Customer_526,India,2023-09-30,Gold
5202932,Customer_527,Germany,2015-04-26,Silver
3254014,Customer_528, uk ,2022-09-10,Gold
9780471,Customer_529,UK,2021-11-13,Bronze
8536706,Customer_530,India,2014-05-10,Gold
8526742,Customer_531,India,2024-04-10,Bronze
1824916,Customer_532,France,2023-05-05,Bronze
2586603,Customer_533,India,2018-08-30,Bronze
1734883,Customer_534,India,2020-11-26,Bronze
3381765,Customer_535,India,2022-06-23,Gold
7179982,Customer_536,India,2019-02-23,Bronze
5131346,Customer_537,USA,2019-08-15,Bronze
2945071,Customer_538,France,2022-04-22,Gold
5721032,Customer_539,India,2020-03-14,Bronze
8660145,Customer_540,USA,2014-09-27,Bronze
4468215,Customer_541,USA,2024-01-11,Silver
1075208,Customer_542,India,2014-06-05,Silver
8283657,Customer_543, usa ,2019-05-10,Bronze
5401396,Customer_544,USA,2016-04-07,Gold
5389744,Customer_545,Australia,2014-05-28,Bronze
7895877,Customer_546,USA,2024-06-25,Bronze
5848514,Customer_547,India,2022-04-10,Gold
6544192,Customer_548,India,2014-02-22,Bronze
1744732,Customer_549, uk ,2014-12-07,Gold
7540987,Customer_550,Australia,2024-12-13,Bronze
6956228,Customer_551,Canada,2022-05-04,Silver
5212748,Customer_552,India,2024-09-14,Bronze
7624452,Customer_553,Australia,2016-01-07,Gold
4501386,Customer_554,Canada,2015-01-07,Silver
9358619,Customer_555,USA,2015-08-25,Silver
2332394,customer_556,India,2022-10-24,Bronze
3452248,Customer_557,India,2024-12-13,Bronze
3176082,Customer_558,USA,2021-01-07,Gold
4934734,Customer_559,USA,2024-03-23,Gold
8698160,Customer_560,India,2020-03-12,Silver
6955590,Customer_561,France,2023-11-21,Bronze
2493206,Customer_562,USA,2016-06-06,Bronze
8839452,Customer_563,USA,2020-11-06,Gold
1428427,Customer_564,Canada,2021-06-11,Bronze
2458370,Customer_565,Germany,2014-08-20,Gold
8515187,Customer_566,USA,2019-06-18,Bronze
2678513,Customer_567,UK,2023-04-21,Bronze
3140097,Customer_568,USA,2023-10-11,Silver
9635893,Customer_569,Germany,2015-01-29,Silver
1608587,Customer_570,India,2021-08-19,Gold
2996816,Customer_571,USA,2017-09-10,Silver
3706205,Customer_572,India,2015-12-21,Silver
9248509,Customer_573,India,2018-05-25,Bronze
